Physics,Maths,Chemistry,Biology,Mean,Locality,Budget,Entrance,prev_stream,College_Section
77,91,76,88,103.2,Nashik,90000.0,184,Diploma,3
85,90,84,92,90.0,Pune,130000.0,99,Arts,3
78,90,77,93,87.6,Nashik,50000.0,100,Arts,3
49,52,48,51,50.0,Pune,200000.0,50,Diploma,3
71,87,70,82,93.4,Nashik,180000.0,157,Arts,3
48,58,47,52,70.8,Nashik,80000.0,149,Arts,3
62,67,61,58,83.0,Pune,190000.0,167,Arts,3
56,68,55,70,80.6,Nashik,150000.0,154,Arts,3
65,69,64,76,76.0,Mumbai,140000.0,106,Diploma,3
69,86,68,81,72.6,Pune,190000.0,59,Arts,3
68,54,67,53,77.6,Mumbai,30000.0,146,Diploma,3
61,60,60,57,70.8,Mumbai,180000.0,116,Diploma,3
74,86,73,89,80.2,Pune,110000.0,79,Arts,3
64,60,63,58,66.0,Pune,140000.0,85,Diploma,3
77,82,76,89,91.2,Pune,70000.0,132,Diploma,3
58,50,57,45,71.4,Nashik,130000.0,147,Arts,3
60,64,59,74,66.4,Mumbai,100000.0,75,Arts,3
73,64,72,57,77.4,Pune,200000.0,121,Arts,3
75,82,74,79,73.2,Mumbai,90000.0,56,Diploma,3
58,57,57,53,65.4,Mumbai,160000.0,102,Arts,3
66,77,65,73,94.6,Nashik,60000.0,192,Arts,3
39,52,38,46,63.4,Pune,100000.0,142,Arts,3
64,58,63,51,84.4,Mumbai,170000.0,186,Diploma,3
23,44,22,36,53.2,Pune,30000.0,141,Diploma,3
74,77,73,76,86.4,Nashik,60000.0,132,Diploma,3
40,65,39,64,63.2,Mumbai,50000.0,108,Diploma,3
90,85,89,84,88.4,Nashik,80000.0,94,Arts,3
91,85,90,85,90.4,Pune,120000.0,101,Arts,3
64,54,63,50,59.8,Pune,50000.0,68,Arts,3
59,72,58,68,81.4,Nashik,50000.0,150,Diploma,3
80,75,79,69,90.2,Pune,190000.0,148,Diploma,3
71,67,70,67,91.2,Mumbai,170000.0,181,Arts,3
61,68,60,63,77.6,Nashik,20000.0,136,Commerce,3
87,85,86,93,101.4,Nashik,40000.0,156,Arts,3
82,67,81,61,91.4,Pune,130000.0,166,Arts,3
62,64,61,55,64.4,Mumbai,60000.0,80,Diploma,3
97,97,96,96,103.0,Nashik,80000.0,129,Arts,3
75,68,74,65,70.2,Pune,130000.0,69,Commerce,3
65,79,64,81,94.0,Pune,110000.0,181,Arts,3
52,49,51,46,59.2,Mumbai,120000.0,98,Diploma,3
87,73,86,72,101.4,Mumbai,160000.0,189,Arts,3
53,62,52,53,78.8,Mumbai,10000.0,174,Arts,3
81,86,80,87,90.0,Nashik,140000.0,116,Commerce,3
39,42,38,38,67.2,Nashik,190000.0,179,Diploma,3
71,71,70,80,88.0,Nashik,60000.0,148,Arts,3
97,93,96,91,113.2,Nashik,140000.0,189,Diploma,3
82,82,81,88,105.4,Mumbai,150000.0,194,Diploma,3
59,53,58,52,75.4,Pune,90000.0,155,Commerce,3
61,42,60,41,68.4,Mumbai,120000.0,138,Diploma,3
78,74,77,72,97.8,Nashik,190000.0,188,Diploma,3
49,51,48,51,53.0,Nashik,10000.0,66,Diploma,3
59,58,58,47,82.6,Pune,200000.0,191,Arts,3
70,72,69,76,96.4,Pune,100000.0,195,Commerce,3
82,84,81,78,95.2,Pune,130000.0,151,Diploma,3
90,90,89,82,98.6,Nashik,80000.0,142,Arts,3
43,62,42,61,62.8,Mumbai,90000.0,106,Diploma,3
80,64,79,66,75.4,Pune,10000.0,88,Diploma,3
81,82,80,84,93.8,Nashik,20000.0,142,Diploma,3
57,61,56,54,79.6,Pune,160000.0,170,Commerce,3
59,72,58,80,68.0,Mumbai,160000.0,71,Arts,3
64,76,63,74,88.8,Pune,110000.0,167,Diploma,3
63,64,62,66,69.4,Pune,110000.0,92,Arts,3
71,70,70,70,69.2,Mumbai,110000.0,65,Arts,3
64,73,63,71,76.8,Nashik,150000.0,113,Arts,3
55,46,54,44,74.8,Mumbai,160000.0,175,Diploma,3
51,51,50,54,56.2,Mumbai,150000.0,75,Commerce,3
62,76,61,80,74.6,Nashik,100000.0,94,Arts,3
93,100,92,95,104.4,Nashik,160000.0,142,Diploma,3
54,72,53,59,83.6,Mumbai,60000.0,180,Arts,3
69,65,68,74,87.0,Pune,140000.0,159,Diploma,3
44,51,43,48,61.6,Nashik,140000.0,122,Arts,3
86,85,85,91,105.4,Mumbai,180000.0,180,Diploma,3
85,92,84,85,98.8,Pune,40000.0,148,Arts,3
50,67,49,73,67.8,Mumbai,70000.0,100,Diploma,3
88,74,87,75,82.6,Pune,80000.0,89,Arts,3
59,62,58,69,70.8,Mumbai,120000.0,106,Diploma,3
32,34,31,38,46.2,Pune,190000.0,96,Arts,3
36,29,35,27,48.2,Pune,150000.0,114,Arts,3
63,78,62,79,79.6,Nashik,190000.0,116,Commerce,3
67,54,66,63,72.2,Pune,50000.0,111,Arts,3
65,78,64,82,84.2,Mumbai,20000.0,132,Arts,3
85,84,84,89,96.6,Pune,160000.0,141,Arts,3
73,78,72,74,99.0,Nashik,80000.0,198,Arts,3
34,48,33,41,51.6,Pune,120000.0,102,Diploma,3
93,100,92,100,93.4,Pune,120000.0,82,Arts,3
67,84,66,84,95.6,Pune,80000.0,177,Diploma,3
88,77,87,77,78.2,Pune,160000.0,62,Commerce,3
57,48,56,51,67.0,Nashik,90000.0,123,Diploma,3
79,84,78,91,91.8,Pune,10000.0,127,Diploma,3
67,75,66,72,68.8,Pune,40000.0,64,Diploma,3
70,64,69,70,66.6,Pune,150000.0,60,Arts,3
50,42,49,48,51.0,Mumbai,110000.0,66,Arts,3
69,84,68,82,89.8,Nashik,190000.0,146,Diploma,3
52,61,51,66,62.8,Pune,50000.0,84,Commerce,3
47,62,46,66,56.2,Nashik,160000.0,60,Diploma,3
46,61,45,55,77.4,Nashik,10000.0,180,Diploma,3
68,70,67,66,90.0,Nashik,170000.0,179,Arts,3
100,100,99,100,90.2,Pune,50000.0,52,Arts,3
44,61,43,52,71.8,Pune,150000.0,159,Diploma,3
57,77,56,80,68.0,Nashik,60000.0,70,Arts,3
91,96,90,91,109.4,Mumbai,10000.0,179,Arts,3
69,70,68,67,93.2,Mumbai,190000.0,192,Arts,3
35,53,34,46,53.0,Pune,80000.0,97,Diploma,3
72,66,71,66,80.4,Pune,140000.0,127,Commerce,3
54,65,53,65,87.0,Pune,170000.0,198,Arts,3
74,70,73,69,96.6,Mumbai,180000.0,197,Arts,3
74,64,73,60,81.0,Pune,120000.0,134,Arts,3
64,56,63,52,64.0,Pune,100000.0,85,Arts,3
65,61,64,71,76.6,Nashik,130000.0,122,Diploma,3
46,43,45,44,72.8,Pune,160000.0,186,Arts,3
48,56,47,51,71.6,Pune,30000.0,156,Arts,3
67,74,66,70,75.8,Mumbai,120000.0,102,Diploma,3
62,57,61,62,71.8,Mumbai,130000.0,117,Commerce,3
61,71,60,73,75.4,Nashik,200000.0,112,Diploma,3
70,75,69,74,80.2,Pune,130000.0,113,Diploma,3
98,87,97,90,103.8,Nashik,10000.0,147,Diploma,3
70,63,69,58,70.2,Pune,110000.0,91,Diploma,3
67,57,66,53,70.6,Nashik,200000.0,110,Diploma,3
57,58,56,57,69.6,Nashik,70000.0,120,Diploma,3
85,81,84,85,87.2,Pune,160000.0,101,Arts,3
77,68,76,69,69.4,Mumbai,30000.0,57,Diploma,3
72,66,71,72,94.4,Nashik,10000.0,191,Arts,3
78,91,77,96,83.4,Nashik,60000.0,75,Diploma,3
81,66,80,64,89.6,Pune,150000.0,157,Diploma,3
61,62,60,61,67.4,Pune,110000.0,93,Diploma,3
58,68,57,61,69.4,Pune,150000.0,103,Science,3
54,61,53,58,73.6,Nashik,20000.0,142,Arts,3
82,82,81,80,87.6,Pune,130000.0,113,Arts,3
49,58,48,60,65.0,Nashik,20000.0,110,Diploma,3
49,50,48,52,79.4,Mumbai,190000.0,198,Diploma,3
57,75,56,73,69.8,Pune,60000.0,88,Diploma,3
94,73,93,71,82.6,Mumbai,60000.0,82,Commerce,3
75,77,74,83,100.6,Mumbai,80000.0,194,Arts,3
74,74,73,72,78.8,Pune,50000.0,101,Arts,3
58,52,57,54,73.8,Mumbai,40000.0,148,Diploma,3
62,69,61,69,79.2,Mumbai,130000.0,135,Arts,3
72,57,71,62,89.8,Mumbai,120000.0,187,Diploma,3
84,87,83,81,104.0,Pune,130000.0,185,Arts,3
92,100,91,100,110.2,Nashik,50000.0,168,Commerce,3
45,63,44,59,69.2,Nashik,100000.0,135,Diploma,3
75,81,74,71,78.2,Pune,190000.0,90,Arts,3
56,58,55,64,59.6,Nashik,190000.0,65,Arts,3
48,54,47,53,73.2,Mumbai,50000.0,164,Arts,3
100,100,99,100,109.6,Mumbai,120000.0,149,Arts,3
65,76,64,75,85.0,Mumbai,110000.0,145,Diploma,3
72,57,71,58,85.2,Nashik,60000.0,168,Diploma,3
62,70,61,72,74.6,Nashik,180000.0,108,Commerce,3
66,68,65,64,71.8,Nashik,10000.0,96,Arts,3
63,63,62,60,60.4,Pune,60000.0,54,Arts,3
68,76,67,67,84.2,Mumbai,30000.0,143,Arts,3
75,84,74,80,77.6,Nashik,170000.0,75,Arts,3
89,100,88,100,96.0,Mumbai,100000.0,103,Arts,3
78,72,77,69,73.4,Pune,120000.0,71,Arts,3
53,50,52,60,70.6,Pune,190000.0,138,Diploma,3
49,65,48,61,82.6,Nashik,30000.0,190,Commerce,3
54,63,53,67,59.6,Mumbai,90000.0,61,Diploma,3
64,82,63,77,92.0,Pune,200000.0,174,Arts,3
60,62,59,60,65.8,Mumbai,110000.0,88,Arts,3
62,65,61,58,86.2,Nashik,180000.0,185,Arts,3
55,41,54,48,50.4,Mumbai,120000.0,54,Diploma,3
91,95,90,94,86.4,Pune,30000.0,62,Diploma,3
8,24,7,23,29.4,Pune,80000.0,85,Diploma,3
81,78,80,78,94.6,Nashik,140000.0,156,Commerce,3
79,85,78,86,76.6,Pune,40000.0,55,Diploma,3
78,87,77,91,85.4,Pune,200000.0,94,Commerce,3
74,75,73,82,75.2,Nashik,170000.0,72,Diploma,3
57,51,56,54,82.0,Nashik,170000.0,192,Science,3
40,59,39,51,58.4,Nashik,190000.0,103,Diploma,3
81,75,80,76,79.8,Mumbai,30000.0,87,Diploma,3
44,45,43,45,57.8,Pune,120000.0,112,Arts,3
67,86,66,83,86.8,Mumbai,180000.0,132,Diploma,3
86,81,85,75,96.6,Pune,140000.0,156,Arts,3
65,82,64,78,84.6,Nashik,180000.0,134,Diploma,3
55,76,54,76,79.0,Nashik,110000.0,134,Diploma,3
62,72,61,74,77.4,Mumbai,130000.0,118,Arts,3
63,63,62,62,81.2,Nashik,170000.0,156,Commerce,3
88,99,87,95,104.0,Mumbai,120000.0,151,Diploma,3
62,55,61,55,60.8,Mumbai,40000.0,71,Arts,3
59,71,58,65,80.0,Pune,150000.0,147,Arts,3
68,78,67,77,81.0,Nashik,20000.0,115,Diploma,3
77,86,76,86,80.2,Nashik,30000.0,76,Arts,3
72,72,71,74,89.6,Nashik,60000.0,159,Diploma,3
69,90,68,88,94.6,Nashik,70000.0,158,Arts,3
90,95,89,93,85.4,Mumbai,150000.0,60,Diploma,3
47,57,46,44,74.6,Nashik,70000.0,179,Diploma,3
76,78,75,75,96.0,Nashik,120000.0,176,Arts,3
71,83,70,78,70.4,Nashik,30000.0,50,Arts,3
88,95,87,92,107.0,Nashik,180000.0,173,Arts,3
40,43,39,39,46.0,Mumbai,140000.0,69,Arts,3
64,64,63,67,63.6,Pune,170000.0,60,Arts,3
38,60,37,50,51.4,Mumbai,110000.0,72,Arts,3
58,54,57,52,59.4,Nashik,60000.0,76,Commerce,3
40,52,39,43,73.8,Nashik,180000.0,195,Diploma,3
65,81,64,73,74.6,Nashik,160000.0,90,Diploma,3
78,72,77,70,76.0,Mumbai,50000.0,83,Arts,3
50,53,49,58,75.0,Mumbai,50000.0,165,Arts,3
69,75,68,78,88.2,Nashik,60000.0,151,Commerce,3
88,89,87,86,86.4,Pune,50000.0,82,Diploma,3
18,32,17,28,56.0,Nashik,150000.0,185,Arts,3
46,42,45,46,53.0,Nashik,150000.0,86,Arts,3
54,58,53,61,73.2,Mumbai,120000.0,140,Commerce,3
66,69,65,63,78.0,Mumbai,180000.0,127,Arts,3
65,75,64,70,91.2,Nashik,150000.0,182,Commerce,3
44,54,43,53,69.2,Pune,140000.0,152,Diploma,3
69,73,68,73,87.2,Nashik,200000.0,153,Commerce,3
74,71,73,80,83.0,Pune,180000.0,117,Diploma,3
73,74,72,72,92.4,Pune,180000.0,171,Diploma,3
69,54,68,55,77.2,Mumbai,30000.0,140,Arts,3
67,69,66,75,85.2,Pune,10000.0,149,Arts,3
70,70,69,65,74.2,Mumbai,180000.0,97,Diploma,3
62,70,61,75,72.4,Nashik,180000.0,94,Diploma,3
69,74,68,74,80.4,Pune,70000.0,117,Diploma,3
63,65,62,61,77.4,Pune,90000.0,136,Commerce,3
56,72,55,65,69.0,Pune,20000.0,97,Commerce,3
40,42,39,38,71.6,Mumbai,100000.0,199,Arts,3
97,87,96,82,106.0,Mumbai,160000.0,168,Commerce,3
81,81,80,79,90.4,Nashik,40000.0,131,Arts,3
74,81,73,83,99.0,Mumbai,130000.0,184,Diploma,3
50,64,49,59,78.4,Nashik,100000.0,170,Diploma,3
75,90,74,88,77.0,Nashik,180000.0,58,Diploma,3
57,56,56,57,72.2,Nashik,170000.0,135,Diploma,3
55,61,54,54,76.4,Pune,30000.0,158,Diploma,3
58,73,57,68,68.6,Pune,80000.0,87,Arts,3
53,58,52,65,58.2,Pune,40000.0,63,Arts,3
59,65,58,66,77.4,Mumbai,40000.0,139,Arts,3
50,56,49,54,80.0,Nashik,200000.0,191,Arts,3
65,54,64,57,79.0,Mumbai,150000.0,155,Diploma,3
55,65,54,62,74.0,Nashik,170000.0,134,Commerce,3
66,71,65,76,85.6,Pune,170000.0,150,Commerce,3
57,74,56,76,90.0,Pune,100000.0,187,Commerce,3
82,84,81,82,92.6,Pune,160000.0,134,Commerce,3
53,55,52,48,59.2,Mumbai,140000.0,88,Arts,3
77,69,76,68,70.4,Nashik,190000.0,62,Diploma,3
53,44,52,42,62.4,Mumbai,150000.0,121,Science,3
88,78,87,75,79.6,Nashik,180000.0,70,Arts,3
71,84,70,87,89.0,Mumbai,140000.0,133,Arts,3
33,41,32,43,48.8,Pune,130000.0,95,Diploma,3
82,85,81,86,85.4,Nashik,10000.0,93,Diploma,3
52,55,51,49,56.6,Mumbai,20000.0,76,Diploma,3
58,59,57,58,85.0,Nashik,20000.0,193,Commerce,3
0,17,-1,10,29.2,Pune,190000.0,120,Diploma,3
79,74,78,72,82.4,Nashik,20000.0,109,Diploma,3
39,39,38,34,41.2,Pune,80000.0,56,Diploma,3
62,61,61,55,74.0,Mumbai,90000.0,131,Commerce,3
69,80,68,71,92.0,Nashik,200000.0,172,Diploma,3
59,58,58,59,65.0,Pune,40000.0,91,Arts,3
67,64,66,61,82.2,Pune,180000.0,153,Arts,3
45,37,44,37,51.2,Nashik,110000.0,93,Diploma,3
60,72,59,74,67.6,Mumbai,60000.0,73,Commerce,3
61,58,60,56,61.8,Pune,130000.0,74,Diploma,3
39,64,38,57,50.2,Mumbai,200000.0,53,Diploma,3
58,63,57,73,69.4,Nashik,150000.0,96,Arts,3
63,55,62,63,72.4,Nashik,20000.0,119,Arts,3
41,51,40,48,57.6,Nashik,100000.0,108,Arts,3
61,57,60,56,76.6,Mumbai,100000.0,149,Arts,3
49,49,48,41,58.4,Nashik,140000.0,105,Arts,3
44,41,43,38,46.4,Nashik,20000.0,66,Arts,3
30,26,29,22,46.4,Nashik,140000.0,125,Commerce,3
80,78,79,81,89.8,Nashik,90000.0,131,Commerce,3
61,74,60,72,72.0,Mumbai,110000.0,93,Diploma,3
62,68,61,68,76.4,Pune,70000.0,123,Arts,3
47,49,46,50,76.6,Pune,70000.0,191,Arts,3
49,45,48,45,68.6,Mumbai,130000.0,156,Arts,3
50,47,49,54,63.0,Mumbai,50000.0,115,Arts,3
72,64,71,63,68.4,Nashik,200000.0,72,Diploma,3
42,39,41,34,62.8,Nashik,30000.0,158,Arts,3
73,80,72,82,81.8,Pune,50000.0,102,Arts,3
76,83,75,88,86.2,Mumbai,180000.0,109,Diploma,3
71,71,70,74,68.6,Mumbai,10000.0,57,Commerce,3
58,70,57,67,86.6,Pune,180000.0,181,Commerce,3
73,86,72,82,93.2,Mumbai,90000.0,153,Diploma,3
65,72,64,74,73.4,Mumbai,40000.0,92,Diploma,3
27,34,26,36,36.6,Nashik,20000.0,60,Commerce,3
71,79,70,71,72.4,Mumbai,170000.0,71,Arts,3
43,45,42,50,64.8,Pune,100000.0,144,Arts,3
79,86,78,92,86.2,Mumbai,80000.0,96,Diploma,3
78,81,77,82,86.0,Mumbai,160000.0,112,Arts,3
65,66,64,62,84.8,Nashik,170000.0,167,Diploma,3
63,72,62,70,87.8,Mumbai,50000.0,172,Diploma,3
58,67,57,62,71.2,Pune,30000.0,112,Commerce,3
65,67,64,62,86.6,Mumbai,40000.0,175,Diploma,3
79,67,78,67,89.4,Mumbai,110000.0,156,Arts,3
68,74,67,74,85.8,Pune,30000.0,146,Diploma,3
85,91,84,89,109.4,Pune,130000.0,198,Diploma,3
60,44,59,47,68.8,Pune,100000.0,134,Diploma,3
98,86,97,90,89.2,Nashik,40000.0,75,Commerce,3
58,67,57,72,76.2,Pune,80000.0,127,Arts,3
87,100,86,100,94.8,Mumbai,120000.0,101,Commerce,3
66,63,65,64,87.4,Mumbai,30000.0,179,Diploma,3
52,76,51,70,62.6,Nashik,80000.0,64,Commerce,3
70,64,69,72,66.8,Mumbai,110000.0,59,Arts,3
77,89,76,98,81.6,Nashik,170000.0,68,Arts,3
62,55,61,49,68.4,Mumbai,200000.0,115,Commerce,3
54,53,53,47,67.0,Mumbai,70000.0,128,Commerce,3
51,58,50,54,62.2,Pune,30000.0,98,Commerce,3
99,100,98,100,100.0,Pune,190000.0,103,Commerce,3
84,77,83,74,79.4,Pune,70000.0,79,Arts,3
75,85,74,82,82.4,Mumbai,60000.0,96,Commerce,3
78,82,77,79,98.8,Nashik,90000.0,178,Diploma,3
51,63,50,61,73.8,Pune,160000.0,144,Arts,3
55,69,54,65,61.6,Mumbai,160000.0,65,Arts,3
79,92,78,89,104.8,Pune,130000.0,186,Arts,3
91,89,90,92,93.0,Mumbai,150000.0,103,Commerce,3
88,93,87,93,90.0,Pune,90000.0,89,Diploma,3
63,57,62,56,79.0,Nashik,100000.0,157,Diploma,3
83,80,82,73,85.0,Pune,120000.0,107,Arts,3
87,95,86,86,99.6,Mumbai,200000.0,144,Arts,3
72,68,71,67,85.4,Pune,30000.0,149,Arts,3
65,77,64,74,94.8,Mumbai,40000.0,194,Arts,3
82,82,81,74,92.8,Pune,160000.0,145,Commerce,3
51,49,50,51,73.6,Mumbai,150000.0,167,Arts,3
89,84,88,82,101.2,Pune,170000.0,163,Diploma,3
53,37,52,40,66.2,Mumbai,80000.0,149,Arts,3
87,74,86,70,100.4,Nashik,70000.0,185,Diploma,3
75,81,74,84,99.0,Nashik,110000.0,181,Diploma,3
74,79,73,75,85.4,Pune,100000.0,126,Diploma,3
58,55,57,48,78.4,Mumbai,30000.0,174,Diploma,3
51,54,50,41,73.6,Pune,90000.0,172,Diploma,3
70,55,69,56,79.8,Mumbai,180000.0,149,Arts,3
59,66,58,67,77.2,Pune,200000.0,136,Diploma,3
71,61,70,69,79.4,Mumbai,150000.0,126,Arts,3
76,72,75,71,95.8,Nashik,30000.0,185,Arts,3
59,62,58,64,60.8,Pune,130000.0,61,Diploma,3
42,55,41,54,55.8,Mumbai,130000.0,87,Arts,3
57,43,56,47,73.8,Nashik,150000.0,166,Diploma,3
88,73,87,78,86.4,Mumbai,80000.0,106,Diploma,3
22,39,21,33,47.0,Nashik,150000.0,120,Diploma,3
88,84,87,75,96.8,Mumbai,160000.0,150,Diploma,3
73,68,72,66,71.0,Nashik,120000.0,76,Diploma,3
68,75,67,81,80.6,Pune,160000.0,112,Commerce,3
100,100,99,93,111.4,Mumbai,170000.0,165,Diploma,3
62,67,61,69,68.2,Nashik,80000.0,82,Arts,3
77,67,76,68,85.0,Pune,30000.0,137,Diploma,3
59,70,58,66,82.8,Pune,100000.0,161,Diploma,3
54,49,53,47,52.6,Mumbai,110000.0,60,Diploma,3
62,67,61,61,63.4,Nashik,140000.0,66,Diploma,3
70,89,69,88,99.0,Pune,160000.0,179,Arts,3
66,74,65,78,79.6,Mumbai,50000.0,115,Diploma,3
60,60,59,60,79.0,Nashik,20000.0,156,Diploma,3
61,86,60,87,82.8,Pune,180000.0,120,Commerce,3
66,62,65,64,71.4,Pune,140000.0,100,Diploma,3
82,78,81,74,90.0,Pune,150000.0,135,Arts,3
75,88,74,85,85.6,Mumbai,30000.0,106,Diploma,3
49,53,48,52,53.6,Nashik,120000.0,66,Arts,3
52,53,51,49,67.0,Nashik,90000.0,130,Diploma,3
81,92,80,91,88.0,Mumbai,190000.0,96,Arts,3
96,100,95,100,111.2,Nashik,40000.0,165,Diploma,3
53,51,52,51,56.0,Mumbai,180000.0,73,Commerce,3
58,76,57,78,79.0,Mumbai,150000.0,126,Arts,3
68,83,67,78,71.6,Pune,50000.0,62,Arts,3
67,75,66,70,74.2,Nashik,90000.0,93,Diploma,3
72,73,71,74,83.4,Pune,110000.0,127,Arts,3
94,88,93,78,102.0,Mumbai,160000.0,157,Diploma,3
79,86,78,81,79.2,Nashik,180000.0,72,Diploma,3
63,67,62,70,84.4,Pune,70000.0,160,Diploma,3
43,51,42,54,74.8,Pune,80000.0,184,Diploma,3
81,91,80,87,105.2,Nashik,40000.0,187,Diploma,3
46,54,45,58,55.0,Mumbai,120000.0,72,Arts,3
71,77,70,77,83.0,Mumbai,50000.0,120,Arts,3
52,70,51,62,63.2,Mumbai,110000.0,81,Commerce,3
97,100,96,100,118.2,Nashik,60000.0,198,Arts,3
62,68,61,75,77.6,Nashik,70000.0,122,Diploma,3
46,64,45,66,74.6,Pune,90000.0,152,Arts,3
50,50,49,47,66.6,Pune,130000.0,137,Arts,3
65,69,64,70,84.6,Nashik,170000.0,155,Arts,3
45,52,44,49,63.8,Pune,50000.0,129,Arts,3
65,67,64,65,76.4,Nashik,150000.0,121,Arts,3
80,76,79,65,96.2,Mumbai,150000.0,181,Diploma,3
62,66,61,68,66.6,Pune,130000.0,76,Arts,3
48,52,47,45,77.6,Pune,200000.0,196,Arts,3
77,88,76,87,105.6,Nashik,10000.0,200,Diploma,3
66,65,65,69,68.0,Nashik,140000.0,75,Arts,3
76,83,75,79,99.0,Pune,80000.0,182,Arts,3
62,64,61,66,77.2,Nashik,50000.0,133,Arts,3
77,62,76,62,88.6,Nashik,120000.0,166,Diploma,3
69,84,68,85,96.2,Mumbai,40000.0,175,Arts,3
61,55,60,52,56.6,Pune,60000.0,55,Commerce,3
59,69,58,65,68.2,Nashik,180000.0,90,Diploma,3
55,56,54,51,74.0,Nashik,170000.0,154,Diploma,3
45,53,44,55,61.4,Mumbai,110000.0,110,Diploma,3
78,79,77,76,87.2,Pune,160000.0,126,Commerce,3
67,84,66,86,88.2,Mumbai,60000.0,138,Diploma,3
65,81,64,77,70.0,Mumbai,90000.0,63,Diploma,3
69,77,68,69,68.0,Nashik,160000.0,57,Diploma,3
57,69,56,68,70.6,Mumbai,60000.0,103,Arts,3
59,41,58,42,65.0,Nashik,120000.0,125,Diploma,3
74,71,73,78,92.0,Nashik,10000.0,164,Diploma,3
82,62,81,62,68.2,Pune,30000.0,54,Arts,3
81,80,80,76,86.4,Nashik,30000.0,115,Diploma,3
74,81,73,76,71.8,Pune,130000.0,55,Diploma,3
58,61,57,66,59.2,Nashik,180000.0,54,Arts,3
80,79,79,79,90.6,Mumbai,190000.0,136,Diploma,3
35,28,34,27,57.6,Pune,180000.0,164,Diploma,3
42,62,41,60,78.4,Pune,110000.0,187,Arts,3
60,51,59,56,57.4,Nashik,160000.0,61,Commerce,3
87,91,86,81,95.8,Pune,50000.0,134,Diploma,3
84,83,83,75,79.8,Mumbai,20000.0,74,Commerce,3
83,86,82,88,84.6,Pune,190000.0,84,Arts,3
34,42,33,39,41.6,Nashik,160000.0,60,Arts,3
66,77,65,70,67.0,Pune,100000.0,57,Diploma,3
61,56,60,56,76.0,Nashik,80000.0,147,Commerce,3
56,68,55,74,74.8,Pune,140000.0,121,Commerce,3
87,85,86,73,88.4,Mumbai,180000.0,111,Arts,3
55,65,54,62,65.6,Nashik,120000.0,92,Arts,3
86,80,85,75,80.6,Mumbai,70000.0,77,Diploma,3
52,66,51,73,72.0,Mumbai,140000.0,118,Arts,3
45,56,44,54,64.0,Pune,10000.0,121,Arts,3
72,72,71,71,74.6,Nashik,80000.0,87,Arts,3
57,50,56,54,53.4,Mumbai,190000.0,50,Arts,3
68,72,67,64,64.4,Mumbai,40000.0,51,Arts,3
88,95,87,94,111.2,Mumbai,170000.0,192,Arts,3
76,64,75,66,93.0,Nashik,190000.0,184,Diploma,3
46,43,45,42,53.2,Mumbai,20000.0,90,Diploma,3
67,86,66,83,88.8,Pune,150000.0,142,Diploma,3
92,87,91,78,102.4,Mumbai,60000.0,164,Diploma,3
83,82,82,84,87.4,Pune,30000.0,106,Arts,3
80,75,79,77,75.0,Nashik,170000.0,64,Arts,3
63,66,62,67,87.4,Pune,190000.0,179,Diploma,3
64,60,63,74,73.2,Mumbai,170000.0,105,Diploma,3
54,52,53,51,58.0,Nashik,100000.0,80,Arts,3
84,80,83,80,94.6,Mumbai,150000.0,146,Arts,3
73,68,72,66,75.8,Mumbai,60000.0,100,Diploma,3
80,83,79,83,91.6,Pune,70000.0,133,Arts,3
56,52,55,55,69.4,Nashik,60000.0,129,Diploma,3
59,51,58,43,63.8,Pune,180000.0,108,Diploma,3
75,74,74,69,85.0,Nashik,120000.0,133,Diploma,3
85,76,84,71,82.6,Mumbai,140000.0,97,Arts,3
89,76,88,74,99.8,Mumbai,40000.0,172,Commerce,3
58,70,57,68,85.4,Nashik,170000.0,174,Diploma,3
65,64,64,62,65.8,Mumbai,160000.0,74,Commerce,3
68,60,67,53,88.6,Mumbai,90000.0,195,Arts,3
47,49,46,49,60.4,Nashik,120000.0,111,Diploma,3
71,83,70,83,76.0,Pune,180000.0,73,Diploma,3
60,70,59,70,78.2,Pune,30000.0,132,Diploma,3
80,80,79,72,80.0,Nashik,170000.0,89,Diploma,3
54,52,53,52,58.6,Mumbai,80000.0,82,Diploma,3
62,73,61,70,83.8,Nashik,20000.0,153,Arts,3
64,73,63,68,75.8,Nashik,200000.0,111,Diploma,3
78,77,77,77,91.8,Pune,130000.0,150,Diploma,3
70,75,69,78,69.8,Mumbai,50000.0,57,Diploma,3
65,81,64,81,72.6,Mumbai,150000.0,72,Arts,3
64,79,63,77,79.0,Mumbai,160000.0,112,Arts,3
79,79,78,78,81.8,Mumbai,160000.0,95,Diploma,3
44,50,43,51,70.4,Nashik,90000.0,164,Arts,3
99,93,98,90,103.6,Nashik,190000.0,138,Diploma,3
76,73,75,68,79.2,Mumbai,170000.0,104,Commerce,3
59,42,58,41,76.8,Pune,30000.0,184,Diploma,3
63,75,62,81,93.4,Mumbai,180000.0,186,Arts,3
69,72,68,77,95.2,Pune,110000.0,190,Arts,3
88,92,87,95,105.2,Pune,100000.0,164,Arts,3
71,76,70,70,90.6,Pune,50000.0,166,Arts,3
69,63,68,61,72.8,Mumbai,10000.0,103,Diploma,3
58,49,57,42,79.2,Nashik,10000.0,190,Arts,3
47,53,46,58,74.2,Mumbai,80000.0,167,Diploma,3
65,70,64,71,82.4,Mumbai,180000.0,142,Arts,3
88,85,87,76,98.4,Mumbai,30000.0,156,Arts,3
